name	FAME000001	FAME000002	FAME000003	FAME000004	FAME000005	FAME000006	FAME000007	FAME000008	FAME000009	FAME000010	FAME000011	FAME000012	FAME000013	FAME000014	FAME000015	FAME000016	FAME000017	FAME000018	FAME000019	FAME000020	FAME000022	FAME000023
Klebsiella sp. LY	895.0		887.0		1099.0		1731.0	1826.0		2233.0			2253.0	2134.0		85.0		606.0		342.0	522.0	
Klebsiella sp. KPN54798	129.0									143.0			298.0			148.0						
Klebsiella sp. KP20-425-1	210.0							237.0										246.0		243.0		
Klebsiella variicola	134867.0	1891.0	73505.0	586.0	300333.0	405.0	55952.0	135510.0	206.0	207816.0	179.0	91.0	179905.0	142713.0	215.0	56871.0	801.0	87124.0	2044.0	53568.0	88700.0	122.0
Klebsiella oxytoca	16695.0	143.0	9115.0	71.0	24844.0	222.0	10168.0	24457.0	38.0	50324.0	41.0	27.0	36071.0	35120.0	563.0	14134.0	582.0	20804.0	300.0	17588.0	19949.0	67.0
Klebsiella huaxiensis	15588.0	24.0	2132.0	38.0	20983.0	45.0	7527.0	16199.0	25.0	15421.0	27.0	11.0	23702.0	16981.0	104.0	33199.0	113.0	56100.0	76.0	26724.0	110234.0	83.0
Klebsiella aerogenes	15564.0	546.0	29599.0	69.0	7584.0	225.0	4303.0	16183.0	114.0	9603.0	44.0	20.0	6989.0	9458.0	295.0	11686.0	20910.0	17492.0	392.0	7765.0	7537.0	47.0
Klebsiella quasivariicola	20118.0	57.0	7883.0	53.0	44076.0	56.0	3131.0	9762.0	28.0	30122.0	27.0	38.0	10417.0	14835.0	32.0	13603.0	47.0	28245.0	25.0	6035.0	20360.0	30.0
Klebsiella electrica	14075.0	36.0	1159.0	18.0	12181.0	34.0	6096.0	15676.0	33.0	12794.0	17.0	9.0	30472.0	20614.0	53.0	5699.0	79.0	15317.0	28.0	8208.0	17064.0	41.0
Klebsiella grimontii	54177.0	113.0	31537.0	100.0	168805.0	442.0	31516.0	92035.0	58.0	109270.0	84.0	52.0	127721.0	66870.0	161.0	57554.0	116.0	108573.0	74.0	69140.0	132395.0	125.0
Klebsiella pasteurii	5851.0	23.0	1570.0	17.0	9250.0	14.0	2939.0	4277.0	11.0	6667.0	11.0		8219.0	5171.0	19.0	2016.0	9.0	2996.0	201.0	2290.0	3645.0	
Klebsiella africana	313.0		139.0	1.0	1016.0	3.0	101.0	216.0	1.0	383.0	1.0		295.0	333.0	3.0	204.0		326.0		132.0	307.0	
Raoultella planticola	82546.0	432.0	33668.0	348.0	358821.0	439.0	60382.0	109708.0	6567.0	205981.0	314.0	5355.0	216162.0	116464.0	479.0	124506.0	800.0	231483.0	471.0	104231.0	227298.0	442.0
Raoultella ornithinolytica	338126.0	4083.0	176285.0	1224.0	735052.0	1416.0	244150.0	492929.0	789.0	751601.0	1014.0	1598.0	722580.0	517573.0	1796.0	296837.0	1925.0	565244.0	7013.0	300120.0	640905.0	1162.0
Raoultella terrigena	6327.0	21.0	15088.0	28.0	7366.0	64.0	7089.0	12893.0	18.0	18218.0	27.0	19.0	10159.0	9458.0	91.0	30826.0	169.0	66724.0	117.0	20552.0	62109.0	58.0
Raoultella sp. HC6	4665.0	57.0	1376.0	19.0	7802.0	39.0	6792.0	13489.0	25.0	17938.0	15.0	12.0	11479.0	9306.0	73.0	20013.0	77.0	63845.0	51.0	20011.0	50883.0	70.0
Raoultella sp. DY2415	8212.0		2436.0	44.0	15959.0	25.0	4705.0	10518.0	47.0	13081.0			12739.0	9094.0	41.0	5747.0	40.0	11025.0		5886.0	11991.0	
Raoultella sp. XY-1	10684.0	17.0	4213.0	43.0	14745.0	53.0	4374.0	8192.0	48.0	16063.0		20.0	14620.0	9608.0		7818.0		27418.0		6054.0	32359.0	65.0
Raoultella sp. X13	2642.0		1546.0		4300.0		2299.0	4350.0		7618.0	28.0		7874.0	4712.0		3292.0	429.0	4312.0	5.0	3084.0	5084.0	
Citrobacter freundii	526918.0	31076.0	1687167.0	11794.0	1400915.0	14882.0	328234.0	1014945.0	1712.0	1276791.0	8528.0	12497.0	1232704.0	1333151.0	20486.0	1594431.0	15915.0	1485140.0	19083.0	1538895.0	948662.0	2087.0
Citrobacter portucalensis	123843.0	2227.0	247024.0	1584.0	142717.0	426.0	41245.0	154689.0	266.0	185790.0	155.0	174.0	180543.0	213662.0	659.0	184135.0	538.0	178330.0	520.0	216041.0	137777.0	26952.0
Citrobacter werkmanii	41904.0	104.0	78003.0	76.0	70247.0	73.0	8060.0	21637.0	46.0	17081.0	35.0	37.0	33506.0	25825.0	96.0	138622.0	95.0	104343.0	91.0	83221.0	39988.0	75.0
Citrobacter braakii	135774.0	7025.0	599353.0	148.0	165663.0	2012.0	44577.0	106836.0	1234.0	208060.0	479.0	118.0	124320.0	218773.0	788.0	306743.0	885.0	228022.0	1038.0	283451.0	210914.0	102.0
Citrobacter youngae	29567.0	11470.0	17035.0	43.0	32724.0	61.0	17294.0	40616.0	57.0	51686.0	70.0	27.0	58893.0	78348.0	36.0	73297.0	53.0	53673.0	38.0	43261.0	36354.0	45.0
Citrobacter freundii complex sp. CFNIH9	15985.0	37.0	16063.0	53.0	24773.0	67.0	18347.0	58422.0	17.0	84718.0	42.0	77.0	83866.0	63060.0	33.0	52606.0	50.0	76753.0	48.0	33460.0	41748.0	57.0
Citrobacter sp. MGH105	3264.0	6.0	6415.0	14.0	38175.0	684.0	1493.0	5207.0	25.0	13854.0	12.0		5666.0	5376.0	226.0	5116.0	5.0	7870.0	7.0	5443.0	5076.0	7.0
Citrobacter sp. BIDMC108	6123.0	353.0	10609.0		8119.0		2951.0	12713.0		11389.0	30.0		18043.0	20832.0	18.0	18641.0	34.0	18214.0		11432.0	15000.0	
Citrobacter freundii complex sp. CFNIH2	264.0		1183.0		464.0		231.0	605.0		465.0	1.0	153.0	1287.0	477.0	171.0	833.0		525.0	1.0	740.0	495.0	
Citrobacter freundii complex sp. CFNIH4	6622.0	38.0	7364.0		11689.0		4852.0	8895.0		15115.0	66.0		11847.0	12594.0		20530.0	37.0	16010.0	48.0	15373.0	17505.0	45.0
Citrobacter freundii complex sp. CFNIH3	7532.0		4449.0		15205.0	37.0	1710.0	5024.0		9655.0			9402.0	7156.0		13793.0	23.0	7918.0		8278.0	6392.0	
Citrobacter sp. MGH103	5985.0		41907.0	95.0	11910.0	231.0	9814.0	25624.0	185.0	20431.0	77.0		16830.0	42798.0	292.0	18517.0		22199.0		36674.0	16367.0	
Citrobacter sp. ABFQG	643.0				754.0		710.0	690.0		692.0			1433.0	744.0		2062.0				1364.0	686.0	
Citrobacter cronae	7599.0	20.0	15655.0	13.0	14348.0	135.0	2580.0	5135.0	36.0	5528.0	18.0		8336.0	6435.0	11.0	20354.0	19.0	12811.0	33.0	24211.0	8150.0	16.0
Citrobacter sedlakii	31.0		45.0		116.0		13.0	61.0	2.0	70.0			84.0	178.0		565.0	1.0	99.0	5.0	194.0	68.0	
Citrobacter sp. RHBSTW-00524	54685.0	12.0	13650.0	23.0	51056.0	20.0	7229.0	7647.0	26.0	13864.0	11.0	22.0	19122.0	8909.0		24427.0	9.0	30717.0	204.0	9380.0	17806.0	10.0
Citrobacter sp. BDA59-3	1707.0	25.0	2016.0	19.0	3619.0	13.0	1158.0	3874.0	14.0	3691.0	7.0	3.0	4939.0	3856.0	260.0	2974.0	27.0	2922.0	12.0	3385.0	1204.0	15.0
Citrobacter sp. FDAARGOS_156	6970.0	9.0	7278.0		7823.0	2.0	3943.0	7629.0		8987.0	2.0		14087.0	19670.0	12.0	15514.0	14.0	13473.0	3447.0	10539.0	7103.0	6.0
Citrobacter sp. 172116965	14498.0	7.0	10384.0	25.0	2888.0	5.0	3167.0	2956.0	30.0	3938.0			2093.0	5468.0	202.0	10807.0	3.0	14907.0	12.0	13570.0	7491.0	
Citrobacter sp. Colony219	4535.0	4.0	3324.0		6594.0		2621.0	4713.0	10.0	7176.0	2.0		12070.0	12386.0	3.0	10537.0	10.0	8797.0	6.0	6647.0	26903.0	
Citrobacter sp. RHBSTW-00986	5090.0	4.0	13091.0		9724.0	29.0	1570.0	4357.0		5393.0	25.0		6841.0	6552.0	4.0	5845.0	8.0	6178.0	6.0	9850.0	4895.0	
Citrobacter sp. B72	3308.0	24.0	22202.0		6841.0	13.0	1336.0	4791.0	24.0	5933.0	15.0		4005.0	6798.0	22.0	7335.0	805.0	9025.0	19.0	7716.0	3953.0	4.0
Citrobacter sp. CRE-46	2454.0	3.0	4100.0	142.0	2875.0	8.0	578.0	1479.0		2086.0	17.0	11.0	4030.0	2565.0	7.0	5936.0	3.0	3598.0	13.0	5410.0	3934.0	
Citrobacter sp. RHBSTW-00881	12790.0	22.0	7694.0	33.0	13478.0		2708.0	9799.0	30.0	11233.0		20.0	12832.0	10552.0		15446.0	11.0	10321.0		16842.0	7233.0	14.0
Citrobacter sp. CFNIH10	3042.0	392.0	3699.0	4.0	3894.0	19.0	1941.0	3908.0	10.0	4623.0	8.0		3332.0	4750.0	8.0	7748.0	7.0	8446.0	15.0	6251.0	5184.0	8.0
Citrobacter sp. LUTT5	5154.0		7028.0	15.0	13319.0	19.0	2858.0	8534.0		9324.0			7032.0	8705.0	12.0	11922.0		8256.0	20.0	6522.0	5854.0	
Citrobacter sp. 21OH12SH02A-Citro	8746.0	19.0	15527.0	64.0	10653.0	51.0	2926.0	7062.0	55.0	9454.0	56.0		6581.0	15438.0	30.0	14826.0	364.0	16288.0	14.0	21553.0	14886.0	40.0
Citrobacter sp. RHBSTW-00013	13143.0	63.0	10118.0		12049.0		2940.0	11049.0	172.0	19412.0			27677.0	8995.0		34818.0	44.0	12543.0		24890.0	7321.0	59.0
Citrobacter sp. RHBSTW-00570	5338.0	7.0	6479.0		5667.0		1201.0	5254.0		5418.0	8.0		8730.0	3655.0	36.0	9093.0	33.0	10457.0	10.0	8396.0	8507.0	7404.0
Citrobacter sp. RHBSTW-00696	9237.0	2122.0	14557.0		8160.0	64.0	2516.0	9487.0		12823.0	35.0		12877.0	10788.0		15987.0	14.0	18770.0	47.0	21095.0	11815.0	
Citrobacter sp. RHB36-C18	2821.0		4608.0		1172.0		866.0	1966.0		2168.0			2325.0	3634.0		4616.0		5312.0		5220.0	2375.0	
Citrobacter sp. S39	7706.0	11.0	11856.0		7634.0	19.0	2783.0	11373.0	34.0	11769.0	30.0		15539.0	9063.0		14171.0	26.0	5481.0		11260.0	8333.0	3206.0
Citrobacter sp. RHBSTW-00887	1719.0		2858.0	15.0	2455.0	427.0	940.0	4612.0	10.0	4911.0	8.0		4974.0	4311.0	8.0	4798.0	3.0	5782.0		3451.0	3084.0	
Citrobacter sp. RHB35-C21	1759.0		4247.0		3090.0		619.0	1728.0		2063.0	8.0		2088.0	3272.0	3.0	4490.0		3984.0	4.0	3367.0	2136.0	
Citrobacter sp. RHBSTW-00029	3998.0		177.0		1241.0		454.0	1969.0		2455.0	21.0		3176.0	2325.0		1907.0		1291.0		3163.0	1891.0	
Citrobacter sp. RHBSTW-00053	15397.0		1992.0		105223.0	3911.0	5396.0	23888.0	275.0	22259.0			19973.0	15766.0		23668.0	60.0	12297.0		17517.0	22062.0	
Citrobacter sp. RHBSTW-01013	5435.0	17.0	4206.0	17.0	2905.0		1972.0	4987.0	210.0	7395.0			6299.0	4635.0	22.0	8532.0	9.0	10381.0	84.0	5888.0	8636.0	13.0
Citrobacter sp. XT1-2-2	2433.0		21484.0	6.0	6157.0		758.0	1544.0		1675.0	5.0		4289.0	3712.0		4082.0		4759.0		7039.0	1114.0	
Citrobacter sp. MGH 55	430.0	1.0	92.0		666.0		135.0	620.0		337.0			341.0	386.0		698.0		319.0		583.0	323.0	
Citrobacter sp. RHB35-C17	709.0		675.0		975.0		347.0	730.0		1602.0			1217.0	1012.0		1029.0	5.0	944.0		1036.0	943.0	
Citrobacter sp. RHBSTW-00903	10275.0	2093.0	13694.0		12486.0		4363.0	12643.0		13747.0	40.0		18138.0	22575.0	35.0	30118.0	12899.0	25002.0		23620.0	17508.0	41.0
Citrobacter sp. RHBSTW-00127	8691.0		3023.0	82.0	11708.0		3432.0	13650.0		19820.0			12314.0	10481.0		14374.0		17436.0		7878.0	11506.0	
Citrobacter sp. RHBSTW-00599	3187.0		8604.0		7787.0	9.0	1215.0	3645.0		4255.0	10.0		3972.0	4146.0		7173.0		6367.0		7186.0	4448.0	
Citrobacter sp. RHBSTW-00671	764.0	13.0	1778.0		648.0	49.0	475.0	1241.0		1241.0	19.0		2307.0	1577.0	34.0	1189.0	35.0	1529.0		2550.0	426.0	29.0
Citrobacter sp. RHBSTW-00446	35447.0		1650.0		37818.0		6453.0	18857.0		18252.0			30003.0	13264.0	171.0	35004.0		40777.0		40150.0	17881.0	
Citrobacter sp. TSA-1	904.0		2097.0		816.0		527.0	911.0		1026.0		4.0	643.0	1204.0		2511.0		1704.0	12.0	2499.0	1034.0	
Citrobacter sp. R56	61.0	3.0	66.0		197.0	1.0	20.0	60.0	1.0	79.0	2.0		89.0	145.0	2.0	193.0	2.0	215.0	2.0	245.0	99.0	4.0
Citrobacter sp. RHBSTW-00678	6159.0		18025.0	39.0	10016.0	37.0	830.0	6509.0		7058.0	31.0		6428.0	7462.0		17405.0		16577.0	37.0	17829.0	7364.0	
Citrobacter sp. RHB25-C09	47.0	1.0	39.0	4.0	94.0		24.0	108.0	9.0	110.0	1.0		103.0	125.0		163.0	14.0	155.0	1.0	136.0	76.0	
Citrobacter sp. Colony475	1382.0		5190.0	8.0	2498.0	6.0	816.0	2677.0		3760.0		8.0	8729.0	3384.0		3162.0	9.0	2775.0		7470.0	2427.0	
Citrobacter sp. RHBSTW-00229	4459.0	257.0	4109.0	30.0	3540.0		699.0	6149.0		2757.0			4259.0	4804.0		8389.0		4912.0		3967.0	3098.0	
Citrobacter sp. CF971	3273.0		8646.0		11466.0	31.0	2082.0	5860.0		7666.0	117.0		7735.0	8327.0		10146.0	21.0	9656.0	28.0	9944.0	5404.0	
Citrobacter sp. RHBSTW-01044	3433.0		14771.0		4769.0	12.0	2191.0	5708.0		7781.0	14.0		5449.0	8807.0	5.0	15035.0		9489.0		10142.0	5579.0	
Citrobacter sp. RHBSTW-00976	5483.0	482.0	2801.0	45.0	4172.0		1965.0	4389.0		9742.0			4938.0	5421.0		13942.0		10004.0		10198.0	4734.0	37.0
Citrobacter sp. Colony322	751.0		3264.0		4565.0		401.0	1967.0		2005.0		6.0	1263.0	2643.0		2321.0		1580.0		1815.0	1569.0	
Citrobacter sp. RHBSTW-00944	2343.0		5794.0		8118.0		1687.0	6300.0		5800.0	56.0		8920.0	8762.0		7292.0		5286.0		9253.0	4287.0	
Citrobacter sp. RHBSTW-00271	517.0	48.0	602.0		750.0	28.0	280.0	1103.0		1237.0	51.0	31.0	1738.0	3565.0		3014.0	20.0	1815.0		3599.0	1070.0	
Citrobacter sp. RHBSTW-00325	750.0	37.0	38.0		583.0	37.0	922.0	1966.0		2104.0			2910.0	2642.0		5290.0		5061.0	101.0	5154.0	4034.0	
Citrobacter sp. On28M	22.0		12.0		23.0		1.0	23.0		10.0			48.0	54.0		227.0		188.0		429.0	121.0	
Citrobacter sp. RHBSTW-00535	3186.0		22507.0		6151.0		1868.0	7835.0		12699.0		61.0	10642.0	5612.0		17348.0		17843.0		25825.0	11625.0	
Citrobacter sp. Y3	786.0	19.0	1104.0		2848.0	23.0	559.0	1081.0	25.0	1775.0	31.0		2979.0	2391.0		994.0	16.0	2923.0	24.0	2207.0	1723.0	29.0
Citrobacter sp. RHBSTW-00821	2412.0	1429.0	1028.0		2592.0		2326.0	8071.0		5570.0			9972.0	4414.0		6107.0		8645.0	64.0	25129.0	12178.0	
Citrobacter sp. RHBSTW-00021	6043.0		6122.0		17768.0		15626.0	48951.0		60347.0			17025.0	23764.0		12134.0		31855.0		5138.0	6011.0	
Citrobacter sp. SX212	4729.0		3494.0		14022.0		2254.0	9297.0		7208.0			7123.0	10254.0		26086.0		9612.0	97.0	5015.0	4327.0	
Citrobacter sp. RHBSTW-00137	4224.0		592.0		2196.0		1033.0	3468.0		2483.0			2606.0	73428.0	306329.0	4573.0	196.0	7431.0	707.0	2482.0	7000.0	
Citrobacter sp. RHBSTW-00848	3930.0		4407.0		2825.0		543.0	8208.0		4635.0			2175.0	6179.0		5867.0		3627.0		4668.0	6813.0	
Citrobacter sp. RHBSTW-00424	3409.0		1835.0		8055.0	132.0	4319.0	4139.0		5707.0			5971.0	6145.0		6845.0		8732.0		10868.0	13501.0	
Citrobacter sp. RHBSTW-00667	2499.0		525.0		3905.0	124.0	459.0	4843.0		4413.0			462.0	7139.0		8565.0		7912.0		9700.0	3106.0	
Citrobacter sp. RHBSTW-00017	3940.0		33271.0		7844.0		729.0	4204.0		4221.0	131.0		3653.0	3042.0	80.0	3530.0		3460.0		10473.0	2799.0	
Citrobacter sp. RHBSTW-00509	282.0	59.0	661.0		1380.0		753.0	1298.0		425.0			1243.0	720.0	73.0	456.0		719.0		1205.0	599.0	
Citrobacter sp. Res13-Lact-LER2-35-b	67.0		519.0		123.0		149.0	272.0		601.0	8.0		270.0	582.0		604.0	10.0	444.0		1026.0	299.0	
Citrobacter pasteurii	34704.0	273.0	39464.0	64.0	26974.0	64.0	25088.0	76624.0	44.0	88071.0	47.0	49.0	73740.0	135612.0	101.0	69590.0	100.0	120929.0	1311.0	72288.0	55054.0	82.0
Citrobacter farmeri	6791.0	36.0	890.0	24.0	13155.0	1609.0	4086.0	11806.0	10.0	14331.0	39.0	16.0	19603.0	22382.0	52.0	10781.0	36.0	21268.0	22.0	5301.0	12443.0	28.0
Citrobacter europaeus	15209.0	15.0	59238.0	9.0	6201.0	11.0	2240.0	3190.0	21.0	11604.0	18.0	15.0	5388.0	20179.0	16.0	9288.0	15.0	20522.0	9.0	15432.0	12262.0	6.0
Citrobacter koseri	4808.0	2693.0	72252.0	12.0	6113.0	1105.0	4680.0	7097.0	16.0	6093.0	14.0	771.0	5934.0	24373.0	1995.0	19363.0	401.0	16502.0	1197.0	4366.0	6661.0	19.0
Citrobacter amalonaticus	8505.0	24685.0	6720.0	1547.0	17956.0	239.0	4289.0	12704.0	446.0	12109.0	1555.0	42.0	16633.0	13007.0	1405.0	16446.0	5614.0	14774.0	278.0	15708.0	12026.0	30.0
Citrobacter tructae	792.0	4.0	571.0	7.0	2085.0	1.0	249.0	1013.0	1.0	917.0	2.0	3.0	962.0	2157.0	8.0	3223.0	7.0	4776.0	3.0	7967.0	1616.0	5.0
Citrobacter arsenatis	646.0	9.0	3618.0	2.0	1187.0	1.0	258.0	1252.0	1.0	1052.0			1241.0	2164.0	13.0	2266.0	17.0	4270.0	597.0	31183.0	3206.0	11.0
Citrobacter enshiensis	49.0	9.0	55.0	8.0	82.0	14.0	23.0	81.0	4.0	63.0	12.0		60.0	95.0	9.0	137.0	4.0	150.0	11.0	152.0	88.0	3.0
Citrobacter rodentium	116.0		287.0	2.0	281.0	6.0	30.0	220.0		372.0			172.0	274.0	3.0	333.0		245.0	9.0	335.0	163.0	3.0
Enterobacter roggenkampii	227336.0	26596.0	294293.0	4930.0	653831.0	18569.0	143980.0	536193.0	4929.0	658491.0	5917149.0	3111.0	607370.0	727588.0	3154.0	439383.0	1547.0	419323.0	826.0	377236.0	304218.0	6282.0
Enterobacter asburiae	150658.0	2328.0	260178.0	712.0	419247.0	19166.0	96766.0	351374.0	1683.0	508641.0	28259.0	329.0	430976.0	442732.0	1229.0	303717.0	693.0	378704.0	842.0	184615.0	346348.0	2091.0
Enterobacter kobei	126315.0	10372.0	380003.0	2377.0	672338.0	8179057.0	105413.0	343729.0	4109.0	371712.0	5012.0	3029.0	478196.0	398170.0	20920.0	290628.0	2065.0	345344.0	2674.0	183776.0	160549.0	11408.0
Enterobacter cloacae	17850.0	1127.0	37158.0	118.0	53892.0	24552.0	19480.0	51718.0	412.0	58626.0	2114.0	74.0	59731.0	55274.0	1633.0	42824.0	430.0	61067.0	732.0	27710.0	27143.0	248.0
Enterobacter hormaechei	152812.0	19726.0	364592.0	45468.0	477402.0	682279.0	75630.0	305916.0	2561.0	319340.0	45087.0	5410.0	341033.0	339703.0	13035.0	395467.0	16539.0	415013.0	66286.0	246277.0	232070.0	10173.0
Enterobacter chengduensis	12364.0	314.0	995.0	25.0	38165.0	208.0	1018.0	2037.0	25.0	1758.0	195.0	14.0	793.0	1252.0	9.0	557.0	16.0	535.0	1.0	335.0	364.0	38.0
Enterobacter sichuanensis	5050.0	20.0	947.0	12.0	11087.0	60.0	2239.0	4263.0	12.0	5709.0	115.0	8.0	6624.0	5547.0	56.0	29486.0	21.0	15842.0	20.0	2042.0	6627.0	18.0
Enterobacter ludwigii	14864.0	3668.0	47780.0	2079.0	33845.0	19625.0	15019.0	78337.0	639.0	73387.0	1317.0	3658.0	81921.0	137360.0	367.0	44713.0	4356.0	46138.0	267.0	61098.0	31659.0	74.0
Enterobacter cloacae complex sp. ECL414	2755.0	75.0	11306.0	6.0	4318.0	110381.0	1718.0	10118.0	69.0	8429.0	155.0	10.0	6956.0	8853.0	731.0	4300.0	11.0	5965.0	9.0	4660.0	2057.0	7.0
Enterobacter cloacae complex sp. ECNIH7	1575.0	5.0	1138.0		2945.0	209.0	868.0	1952.0		3051.0	419.0		4134.0	2577.0	43.0	4707.0	14.0	3825.0	3.0	7003.0	2583.0	5.0
Enterobacter cloacae complex sp. EB5	9603.0		26483.0		19400.0	135.0	6474.0	18324.0		22636.0	145.0	219.0	18939.0	28809.0	761.0	22840.0	180.0	16097.0	37.0	17688.0	12594.0	25872.0
Enterobacter cloacae complex sp.	110.0		193.0	4.0	404.0	33.0	59.0	186.0	3.0	126.0	27.0		173.0	290.0	9.0	352.0	12.0	194.0	12319.0	151.0	115.0	5.0
Enterobacter cloacae complex sp. FDA-CDC-AR_0164	669.0	93.0	897.0	2.0	2442.0	133.0	1557.0	3200.0		3656.0			2771.0	4003.0		1016.0		1523.0	196.0	2127.0	708.0	2.0
Enterobacter cloacae complex sp. ECL405	1898.0	28701.0	3427.0	10.0	5774.0	6852.0	850.0	3681.0		5490.0	45.0		2344.0	3579.0		4985.0	39.0	4114.0	14.0	2172.0	2477.0	
Enterobacter cloacae complex sp. ECL352	3028.0		1967.0	14.0	7146.0	3533.0	2572.0	13844.0	95.0	7764.0	2797.0	48.0	10718.0	10400.0		15632.0		9430.0		12414.0	5442.0	
Enterobacter sp. BIDMC 29	250.0	66.0	596.0	24.0	928.0	1196.0	341.0	1743.0	21.0	2487.0	914.0		1471.0	2647.0		1224.0	2.0	1477.0	141.0	823.0	414.0	9.0
Enterobacter cloacae complex sp. R_G8	94.0	3.0	33.0		408.0	10.0	66.0	296.0		131.0	12.0		133.0	388.0		123.0	2.0	171.0		161.0	62.0	
Enterobacter cloacae complex sp. FDA-CDC-AR_0132	180.0	42.0	549.0		1159.0	37.0	535.0	1787.0		1950.0			1951.0	3513.0		1190.0	4.0	1314.0		1790.0	378.0	
Enterobacter sp. MGH 3	17937.0						21102.0	29270.0		41505.0			22987.0	71224.0		7791.0		15420.0				
Enterobacter cloacae complex sp. ECL72	334.0		242.0		170.0	206.0	190.0	397.0		949.0			408.0	211.0		202.0		1833.0		428.0	366.0	
Enterobacter cloacae complex sp. ECL404	1003.0		892.0		5866.0		558.0	2323.0		3345.0			9051.0	4308.0		4290.0		1819.0			2798.0	
Enterobacter cloacae complex sp. ECL112	250.0					310.0		297.0			308.0							610.0				
Enterobacter cloacae complex sp. ECL411	313.0		7141.0		1328.0		1048.0	2888.0		1731.0			1127.0	1908.0		1147.0		376.0		2018.0		
